"Bedrijfstakken/branches (SBI 2008)";"Perioden";"Omzet ongecorrigeerd/Indexcijfers/Waarde (2015=100)";"Omzet ongecorrigeerd/Indexcijfers/Volume (2015=100)"
"Winkels in meubels, woninginrichting alg";"2006 augustus";"   119.3";"   124.9"
"Winkels in meubels, woninginrichting alg";"2006 september";"   116.2";"   121.1"
"Winkels in meubels, woninginrichting alg";"2006 oktober";"   129.7";"   135.1"
"Winkels in meubels, woninginrichting alg";"2006 november";"   129.9";"   134.9"
"Winkels in meubels, woninginrichting alg";"2006 december";"   138.5";"   144.0"
"Winkels in meubels, woninginrichting alg";"2007 januari";"   128.8";"   134.5"
"Winkels in meubels, woninginrichting alg";"2007 februari";"   117.7";"   122.2"
"Winkels in meubels, woninginrichting alg";"2007 maart";"   132.6";"   137.2"
"Winkels in meubels, woninginrichting alg";"2007 april";"   113.8";"   117.0"
"Winkels in meubels, woninginrichting alg";"2007 mei";"   125.7";"   128.9"
"Winkels in meubels, woninginrichting alg";"2007 juni";"   124.2";"   127.6"
"Winkels in meubels, woninginrichting alg";"2007 juli";"   125.1";"   129.4"
"Winkels in meubels, woninginrichting alg";"2007 augustus";"   119.6";"   123.2"
"Winkels in meubels, woninginrichting alg";"2007 september";"   120.5";"   124.2"
"Winkels in meubels, woninginrichting alg";"2007 oktober";"   136.0";"   139.2"
"Winkels in meubels, woninginrichting alg";"2007 november";"   133.3";"   135.7"
"Winkels in meubels, woninginrichting alg";"2007 december";"   139.3";"   141.6"
"Winkels in meubels, woninginrichting alg";"2008 januari";"   129.7";"   131.4"
"Winkels in meubels, woninginrichting alg";"2008 februari";"   122.2";"   123.1"
"Winkels in meubels, woninginrichting alg";"2008 maart";"   130.1";"   130.1"
"Winkels in meubels, woninginrichting alg";"2008 april";"   127.4";"   127.0"
"Winkels in meubels, woninginrichting alg";"2008 mei";"   124.3";"   124.0"
"Winkels in meubels, woninginrichting alg";"2008 juni";"   119.7";"   119.5"
"Winkels in meubels, woninginrichting alg";"2008 juli";"   129.2";"   129.3"
"Winkels in meubels, woninginrichting alg";"2008 augustus";"   120.1";"   119.1"
"Winkels in meubels, woninginrichting alg";"2008 september";"   118.8";"   117.3"
"Winkels in meubels, woninginrichting alg";"2008 oktober";"   136.9";"   134.7"
"Winkels in meubels, woninginrichting alg";"2008 november";"   125.4";"   123.0"
"Winkels in meubels, woninginrichting alg";"2008 december";"   133.4";"   130.9"
"Winkels in meubels, woninginrichting alg";"2009 januari";"   123.2";"   121.5"
"Winkels in meubels, woninginrichting alg";"2009 februari";"   112.7";"   110.9"
"Winkels in meubels, woninginrichting alg";"2009 maart";"   120.3";"   118.1"
"Winkels in meubels, woninginrichting alg";"2009 april";"   113.6";"   111.0"
"Winkels in meubels, woninginrichting alg";"2009 mei";"   112.6";"   110.0"
"Winkels in meubels, woninginrichting alg";"2009 juni";"   110.5";"   107.8"
"Winkels in meubels, woninginrichting alg";"2009 juli";"   119.4";"   116.8"
"Winkels in meubels, woninginrichting alg";"2009 augustus";"   104.1";"   102.0"
"Winkels in meubels, woninginrichting alg";"2009 september";"   109.4";"   107.1"
"Winkels in meubels, woninginrichting alg";"2009 oktober";"   127.1";"   124.5"
"Winkels in meubels, woninginrichting alg";"2009 november";"   115.8";"   113.2"
"Winkels in meubels, woninginrichting alg";"2009 december";"   127.4";"   124.2"
"Winkels in meubels, woninginrichting alg";"2010 januari";"   112.4";"   110.5"
"Winkels in meubels, woninginrichting alg";"2010 februari";"   105.7";"   104.0"
"Winkels in meubels, woninginrichting alg";"2010 maart";"   118.5";"   116.4"
"Winkels in meubels, woninginrichting alg";"2010 april";"   108.8";"   107.4"
"Winkels in meubels, woninginrichting alg";"2010 mei";"   110.8";"   109.7"
"Winkels in meubels, woninginrichting alg";"2010 juni";"   103.6";"   102.5"
"Winkels in meubels, woninginrichting alg";"2010 juli";"   110.9";"   110.3"
"Winkels in meubels, woninginrichting alg";"2010 augustus";"   108.6";"   107.6"
"Winkels in meubels, woninginrichting alg";"2010 september";"   107.2";"   106.4"
"Winkels in meubels, woninginrichting alg";"2010 oktober";"   119.3";"   117.4"
"Winkels in meubels, woninginrichting alg";"2010 november";"   113.3";"   111.6"
"Winkels in meubels, woninginrichting alg";"2010 december";"   120.2";"   118.7"
"Winkels in meubels, woninginrichting alg";"2011 januari";"   112.8";"   111.7"
"Winkels in meubels, woninginrichting alg";"2011 februari";"   104.0";"   102.4"
"Winkels in meubels, woninginrichting alg";"2011 maart";"   112.8";"   110.6"
"Winkels in meubels, woninginrichting alg";"2011 april";"   104.8";"   102.5"
"Winkels in meubels, woninginrichting alg";"2011 mei";"   104.4";"   102.6"
"Winkels in meubels, woninginrichting alg";"2011 juni";"   102.6";"   101.0"
"Winkels in meubels, woninginrichting alg";"2011 juli";"   111.2";"   109.8"
"Winkels in meubels, woninginrichting alg";"2011 augustus";"   107.3";"   106.0"
"Winkels in meubels, woninginrichting alg";"2011 september";"   102.5";"   100.8"
"Winkels in meubels, woninginrichting alg";"2011 oktober";"   111.4";"   109.9"
"Winkels in meubels, woninginrichting alg";"2011 november";"   107.2";"   105.3"
"Winkels in meubels, woninginrichting alg";"2011 december";"   118.8";"   116.6"
"Winkels in meubels, woninginrichting alg";"2012 januari";"   109.5";"   107.9"
"Winkels in meubels, woninginrichting alg";"2012 februari";"    95.8";"    94.4"
"Winkels in meubels, woninginrichting alg";"2012 maart";"   105.9";"   103.8"
"Winkels in meubels, woninginrichting alg";"2012 april";"    96.0";"    94.4"
"Winkels in meubels, woninginrichting alg";"2012 mei";"    99.6";"    97.4"
"Winkels in meubels, woninginrichting alg";"2012 juni";"    98.6";"    96.7"
"Winkels in meubels, woninginrichting alg";"2012 juli";"    99.9";"    98.4"
"Winkels in meubels, woninginrichting alg";"2012 augustus";"    95.2";"    93.5"
"Winkels in meubels, woninginrichting alg";"2012 september";"    98.3";"    96.3"
"Winkels in meubels, woninginrichting alg";"2012 oktober";"   102.9";"   101.9"
"Winkels in meubels, woninginrichting alg";"2012 november";"    97.7";"    96.2"
"Winkels in meubels, woninginrichting alg";"2012 december";"   101.5";"   100.4"
"Winkels in meubels, woninginrichting alg";"2013 januari";"    99.6";"    98.8"
"Winkels in meubels, woninginrichting alg";"2013 februari";"    89.4";"    88.9"
"Winkels in meubels, woninginrichting alg";"2013 maart";"    96.3";"    95.4"
"Winkels in meubels, woninginrichting alg";"2013 april";"    91.1";"    90.5"
"Winkels in meubels, woninginrichting alg";"2013 mei";"    95.1";"    94.5"
"Winkels in meubels, woninginrichting alg";"2013 juni";"    88.5";"    87.6"
"Winkels in meubels, woninginrichting alg";"2013 juli";"    90.3";"    90.1"
"Winkels in meubels, woninginrichting alg";"2013 augustus";"    93.3";"    93.3"
"Winkels in meubels, woninginrichting alg";"2013 september";"    85.9";"    85.4"
"Winkels in meubels, woninginrichting alg";"2013  oktober";"    99.9";"    99.7"
"Winkels in meubels, woninginrichting alg";"2013  november";"    94.0";"    93.7"
"Winkels in meubels, woninginrichting alg";"2013 december ";"    99.7";"    99.8"
"Winkels in meubels, woninginrichting alg";"2014 januari";"    99.8";"    99.8"
"Winkels in meubels, woninginrichting alg";"2014 februari";"    88.2";"    88.4"
"Winkels in meubels, woninginrichting alg";"2014 maart";"    93.0";"    92.6"
"Winkels in meubels, woninginrichting alg";"2014 april";"    89.3";"    88.5"
"Winkels in meubels, woninginrichting alg";"2014 mei";"    93.7";"    93.3"
"Winkels in meubels, woninginrichting alg";"2014 juni";"    83.9";"    83.6"
"Winkels in meubels, woninginrichting alg";"2014 juli";"    91.0";"    91.4"
"Winkels in meubels, woninginrichting alg";"2014 augustus";"    97.6";"    98.7"
"Winkels in meubels, woninginrichting alg";"2014 september";"    86.7";"    87.7"
"Winkels in meubels, woninginrichting alg";"2014 oktober";"   102.4";"   103.9"
"Winkels in meubels, woninginrichting alg";"2014 november";"    98.2";"    99.3"
"Winkels in meubels, woninginrichting alg";"2014 december";"   104.9";"   106.3"
"Winkels in meubels, woninginrichting alg";"2015 januari";"   103.5";"   105.1"
"Winkels in meubels, woninginrichting alg";"2015 februari";"    92.1";"    93.2"
"Winkels in meubels, woninginrichting alg";"2015 maart";"   101.1";"   101.6"
"Winkels in meubels, woninginrichting alg";"2015 april";"    96.3";"    96.1"
"Winkels in meubels, woninginrichting alg";"2015 mei";"    98.9";"    99.0"
"Winkels in meubels, woninginrichting alg";"2015 juni";"    94.5";"    94.0"
"Winkels in meubels, woninginrichting alg";"2015 juli";"   101.9";"   101.9"
"Winkels in meubels, woninginrichting alg";"2015 augustus";"    94.9";"    94.8"
"Winkels in meubels, woninginrichting alg";"2015 september";"    95.9";"    95.3"
"Winkels in meubels, woninginrichting alg";"2015 oktober";"   109.2";"   109.0"
"Winkels in meubels, woninginrichting alg";"2015 november";"   100.5";"    99.8"
"Winkels in meubels, woninginrichting alg";"2015 december";"   111.3";"   110.1"
"Winkels in meubels, woninginrichting alg";"2016 januari";"   103.2";"   103.1"
"Winkels in meubels, woninginrichting alg";"2016 februari";"    98.7";"    98.1"
"Winkels in meubels, woninginrichting alg";"2016 maart";"   108.3";"   107.0"
"Winkels in meubels, woninginrichting alg";"2016 april";"   104.1";"   101.9"
"Winkels in meubels, woninginrichting alg";"2016 mei";"   102.2";"    99.6"
"Winkels in meubels, woninginrichting alg";"2016 juni";"   104.9";"   102.7"
"Winkels in meubels, woninginrichting alg";"2016 juli";"   103.0";"   101.5"
"Winkels in meubels, woninginrichting alg";"2016 augustus";"   105.1";"   103.2"
"Winkels in meubels, woninginrichting alg";"2016 september";"    98.1";"    96.3"
"Winkels in meubels, woninginrichting alg";"2016 oktober";"   114.5";"   112.5"
"Winkels in meubels, woninginrichting alg";"2016 november";"   110.2";"   108.3"
"Winkels in meubels, woninginrichting alg";"2016 december";"   120.4";"   117.7"
"Winkels in meubels, woninginrichting alg";"2017 januari";"   113.8";"   111.9"
"Winkels in meubels, woninginrichting alg";"2017 februari";"   102.8";"   100.6"
"Winkels in meubels, woninginrichting alg";"2017 maart";"   117.5";"   114.7"
"Winkels in meubels, woninginrichting alg";"2017 april";"   109.8";"   107.2"
"Winkels in meubels, woninginrichting alg";"2017 mei";"   112.1";"   109.7"
"Winkels in meubels, woninginrichting alg";"2017 juni";"   109.4";"   106.9"
"Winkels in meubels, woninginrichting alg";"2017 juli";"   115.7";"   113.7"
"Winkels in meubels, woninginrichting alg";"2017 augustus";"   114.6";"   113.1"
"Winkels in meubels, woninginrichting alg";"2017 september";"   111.9";"   110.0"
"Winkels in meubels, woninginrichting alg";"2017 oktober";"   121.5";"   119.3"
"Winkels in meubels, woninginrichting alg";"2017 november";"   122.0";"   118.9"
"Winkels in meubels, woninginrichting alg";"2017 december";"   124.2";"   120.8"
"Winkels in meubels, woninginrichting alg";"2018 januari";"   119.6";"   116.6"
"Winkels in meubels, woninginrichting alg";"2018 februari";"   107.9";"   103.1"
"Winkels in meubels, woninginrichting alg";"2018 maart";"   126.4";"   121.0"
"Winkels in meubels, woninginrichting alg";"2018 april";"   112.9";"   107.6"
"Winkels in meubels, woninginrichting alg";"2018 mei";"   115.1";"   109.8"
"Winkels in meubels, woninginrichting alg";"2018 juni";"   111.7";"   106.3"
"Winkels in meubels, woninginrichting alg";"2018 juli";"   110.8";"   106.5"
"Winkels in meubels, woninginrichting alg";"2018 augustus";"   114.9";"   110.9"
"Winkels in meubels, woninginrichting alg";"2018 september";"   109.9";"   105.9"
"Winkels in meubels, woninginrichting alg";"2018 oktober";"   124.7";"   119.6"
"Winkels in meubels, woninginrichting alg";"2018 november";"   126.2";"   120.7"
"Winkels in meubels, woninginrichting alg";"2018 december";"   127.2";"   121.6"
"Winkels in meubels, woninginrichting alg";"2019 januari";"   123.4";"   118.5"
"Winkels in meubels, woninginrichting alg";"2019 februari";"   115.4";"   109.9"
"Winkels in meubels, woninginrichting alg";"2019 maart";"   129.7";"   122.9"
"Winkels in meubels, woninginrichting alg";"2019 april";"   123.4";"   117.4"
"Winkels in meubels, woninginrichting alg";"2019 mei";"   129.8";"   123.1"
"Winkels in meubels, woninginrichting alg";"2019 juni";"   117.5";"   112.2"
"Winkels in meubels, woninginrichting alg";"2019 juli";"   124.4";"   118.1"
"Winkels in meubels, woninginrichting alg";"2019 augustus";"   125.1";"   119.2"
"Winkels in meubels, woninginrichting alg";"2019 september";"   116.4";"   111.6"
"Winkels in meubels, woninginrichting alg";"2019 oktober";"   136.5";"   130.8"
"Winkels in meubels, woninginrichting alg";"2019 november";"   131.7";"   126.0"
"Winkels in meubels, woninginrichting alg";"2019 december";"   135.1";"   128.3"
"Winkels in meubels, woninginrichting alg";"2020 januari*";"   128.2";"   123.8"
"Winkels in meubels, woninginrichting alg";"2020 februari*";"   125.9";"   120.0"
"Winkels in meubels, woninginrichting alg";"2020 maart*";"   119.5";"   114.1"
"Winkels in meubels, woninginrichting alg";"2020 april*";"   116.0";"   110.5"
"Winkels in meubels, woninginrichting alg";"2020 mei*";"   138.4";"   130.1"
"Winkels in meubels, woninginrichting alg";"2020 juni*";"   149.9";"   141.2"
"Winkels in meubels, woninginrichting alg";"2020 juli*";"   153.4";"   145.0"
"Winkels in meubels, woninginrichting alg";"2020 augustus*";"   135.4";"   127.4"
"Winkels in meubels, woninginrichting alg";"2020 september*";"   141.6";"   133.8"
"Winkels in meubels, woninginrichting alg";"2020 oktober*";"   152.4";"   144.2"
"Winkels in meubels, woninginrichting alg";"2020 november*";"   143.4";"   135.0"
"Winkels in meubels, woninginrichting alg";"2020 december*";"   124.4";"   115.7"
"Winkels in meubels, woninginrichting alg";"2021 januari*";"    77.5";"    71.7"
"Winkels in meubels, woninginrichting alg";"2021 februari*";"    88.1";"    81.5"
"Winkels in meubels, woninginrichting alg";"2021 maart*";"   131.9";"   121.3"
"4752 Winkels in doe-het-zelfartikelen";"2005 januari";"   106.1";"   120.2"
"4752 Winkels in doe-het-zelfartikelen";"2005 februari";"   103.1";"   117.0"
"4752 Winkels in doe-het-zelfartikelen";"2005 maart";"   126.0";"   142.5"
"4752 Winkels in doe-het-zelfartikelen";"2005 april";"   138.8";"   157.2"
"4752 Winkels in doe-het-zelfartikelen";"2005 mei";"   135.0";"   153.0"
"4752 Winkels in doe-het-zelfartikelen";"2005 juni";"   141.7";"   160.7"
"4752 Winkels in doe-het-zelfartikelen";"2005 juli";"   132.2";"   150.6"
"4752 Winkels in doe-het-zelfartikelen";"2005 augustus";"   122.0";"   138.8"
"4752 Winkels in doe-het-zelfartikelen";"2005 september";"   124.9";"   141.7"
"4752 Winkels in doe-het-zelfartikelen";"2005 oktober";"   131.9";"   149.4"
"4752 Winkels in doe-het-zelfartikelen";"2005 november";"   131.7";"   149.4"
"4752 Winkels in doe-het-zelfartikelen";"2005 december";"   138.7";"   157.5"
"4752 Winkels in doe-het-zelfartikelen";"2006 januari";"   115.6";"   131.0"
"4752 Winkels in doe-het-zelfartikelen";"2006 februari";"   115.5";"   130.3"
"4752 Winkels in doe-het-zelfartikelen";"2006 maart";"   142.4";"   159.9"
"4752 Winkels in doe-het-zelfartikelen";"2006 april";"   146.0";"   163.6"
"4752 Winkels in doe-het-zelfartikelen";"2006 mei";"   156.3";"   174.7"
"4752 Winkels in doe-het-zelfartikelen";"2006 juni";"   150.1";"   167.3"
"4752 Winkels in doe-het-zelfartikelen";"2006 juli";"   136.7";"   152.7"
"4752 Winkels in doe-het-zelfartikelen";"2006 augustus";"   130.8";"   145.5"
"4752 Winkels in doe-het-zelfartikelen";"2006 september";"   133.3";"   148.3"
"4752 Winkels in doe-het-zelfartikelen";"2006 oktober";"   139.0";"   154.5"
"4752 Winkels in doe-het-zelfartikelen";"2006 november";"   142.2";"   157.8"
"4752 Winkels in doe-het-zelfartikelen";"2006 december";"   142.0";"   157.0"
"4752 Winkels in doe-het-zelfartikelen";"2007 januari";"   119.2";"   131.1"
"4752 Winkels in doe-het-zelfartikelen";"2007 februari";"   119.6";"   130.5"
"4752 Winkels in doe-het-zelfartikelen";"2007 maart";"   148.7";"   161.8"
"4752 Winkels in doe-het-zelfartikelen";"2007 april";"   151.8";"   164.0"
"4752 Winkels in doe-het-zelfartikelen";"2007 mei";"   158.9";"   171.5"
"4752 Winkels in doe-het-zelfartikelen";"2007 juni";"   151.6";"   163.6"
"4752 Winkels in doe-het-zelfartikelen";"2007 juli";"   139.2";"   149.6"
"4752 Winkels in doe-het-zelfartikelen";"2007 augustus";"   132.1";"   142.0"
"4752 Winkels in doe-het-zelfartikelen";"2007 september";"   128.1";"   137.2"
"4752 Winkels in doe-het-zelfartikelen";"2007 oktober";"   141.3";"   150.9"
"4752 Winkels in doe-het-zelfartikelen";"2007 november";"   139.7";"   149.4"
"4752 Winkels in doe-het-zelfartikelen";"2007 december";"   138.7";"   147.9"
"4752 Winkels in doe-het-zelfartikelen";"2008 januari";"   116.9";"   124.1"
"4752 Winkels in doe-het-zelfartikelen";"2008 februari";"   122.8";"   129.3"
